Receive Date,Receive Type,Inmate Type,Gender,Race,Age,County,Offense Code,Offense,Offense Description,Sentence Date,Offense Date,Sentence (Years)
11/13/2019,NR-Prob-New Offense,ID,F,H,24,Rockwall,35990004,Drug,MAN/DEL CONT SUB PG1 200-400G,10/24/2019,01/10/2019,5 Years
12/05/2019,New Rcv,SJ,M,B,43,Harris,23990196,Property,THEFT<2500 2/MORE PREV CONV,11/26/2019,11/01/2019,6 Months & Less
12/04/2019,NR-Prob-Tech Only,SJ,M,W,27,Parker,35990019,Drug,POSS CS: TETRAHYDROCANNABINOL,06/27/2017,01/21/2017,14 to 15 Months
03/17/2020,NR-Prob-Orig,SAFP,M,H,23,Hidalgo,35990003,Drug,MAN DEL CS PG 1 >=4G<200G,,06/06/2018,SAFPF
10/04/2019,New Rcv,ID,M,H,22,Dallas,48010020,Other,EVADING ARREST/DETENTION VEH,08/30/2019,01/27/2019,2 Years & Less
12/12/2019,New Rcv,ID,M,H,23,Collin,10990004,Violent,AGG KIDNAPPING,11/04/2019,06/10/2017,6 Years
11/05/2019,Parole Rvk-New Offense,ID,F,W,31,Smith,25890002,Property,FRGE GVT/NTL INST/MONEY/SECURITY,12/03/2015,07/26/2015,4 Years
09/19/2019,New Rcv,SJ,M,W,40,Tarrant,26050014,Property,DEBIT CARD ABUSE,09/03/2019,03/21/2019,6 Months & Less
07/08/2020,NR-Prob-New Offense,SJ,M,B,34,Tarrant,35990014,Drug,POSS C/S<1G; METH,04/08/2020,10/26/2018,6 Months & Less
11/22/2019,NR-Prob-Tech Only,SJ,M,W,22,Gray,23990004,Property,THEFT PROP $1500<$20K,10/31/2019,06/05/2015,13 to 14 Months
01/09/2020,New Rcv,ID,M,O,24,Harris,35990016,Drug,POSS CONT SUB PG1 4-200G,12/16/2019,09/24/2019,3 Years
12/10/2019,New Rcv,ID,M,H,21,Dallas,09990030,Violent,MURDER,11/07/2019,03/25/2018,11 to 15 Years
03/12/2020,New Rcv,ID,M,H,44,Denton,13990075,Violent,ASLT FAM VIOL,02/14/2020,03/31/2019,4 Years
10/16/2019,NR-Prob-New Offense,ID,M,H,24,Hidalgo,48010020,Other,EVADING ARREST DET W/VEH,09/24/2019,11/02/2017,2 Years & Less
03/13/2020,NR-Prob-New Offense,SJ,M,W,39,Dallas,22990001,Property,BURG OF BLDG,02/19/2020,04/21/2018,6 Months & Less
03/18/2020,NR-Prob Mod,SAFP,M,W,24,Bowie,35990014,Drug,POSS CS PG 1 <1G,,01/26/2017,SAFPF
02/25/2020,New Rcv,ID,F,W,24,Lubbock,48010020,Other,EVADE IN VEHICLE,02/04/2020,07/25/2019,4 Years
09/19/2019,New Rcv,ID,M,H,43,Bexar,54040011,Other,DWI 3/M,08/23/2019,01/22/2018,4 Years
03/17/2020,NR-Prob Mod,SAFP,M,H,21,Guadalupe,25890021,Property,FORGERY GOVT/NATION INST/MONEY/S,,10/21/2016,SAFPF
03/30/2020,NR-Prob Mod,SAFP,M,I,19,Grayson,12990001,Violent,ROBBERY,,09/09/2017,SAFPF
03/04/2020,NR-Prob-Tech Only,ID,M,H,20,Cameron,22990002,Property,BURG HABIT,05/23/2019,12/14/2018,2 Years & Less
09/17/2019,NR-Prob-New Offense,SJ,F,W,39,Chambers,25890001,Property,FORGERY,08/21/2019,06/23/2017,6 to 7 Months
03/25/2020,Parole Rvk-New Offense,ID,M,B,31,Harris,22990002,Property,BURG HABIT,04/10/2018,11/06/2017,4 Years
08/19/2020,NR-Prob-Tech Only,ID,M,W,25,Taylor,35990002,Drug,POSS METH W/INT DEL,02/28/2019,10/13/2018,5 Years
07/29/2020,NR-Prob-Tech Only,ID,M,H,32,Lubbock,22990002,Property,BURG HABIT,07/28/2017,01/14/2017,4 Years
10/24/2019,New Rcv,ID,F,W,21,Hutchinson,12990002,Violent,AGG ROBBERY,10/03/2019,06/16/2019,5 Years
03/04/2020,New Rcv,SJ,F,W,36,Brazos,22990001,Property,BURG OF BLDG,02/12/2020,07/02/2019,7 to 8 Months
11/12/2019,New Rcv,ID,M,B,19,Brown,12990002,Violent,AGG ROBBERY-DDLY WPN,10/17/2019,05/28/2019,31 to 40 Years
03/27/2020,New Rcv,SJ,M,W,42,Smith,35990014,Drug,POSS C/S PG1<1G,02/20/2020,06/12/2018,11 to 12 Months
03/09/2020,New Rcv,ID,M,W,22,Angelina,48010020,Other,EVAD ARST/DET VEHICLE,02/13/2020,10/08/2019,8 Years
09/27/2019,NR-Prob-Tech Only,ID,M,B,22,Kerr,23990010,Property,THEFT PROP $20K-$100K,08/22/2019,05/19/2015,6 Years
09/16/2019,NR-Prob Mod,SAFP,M,W,28,Polk,35990014,Drug,POSS CS PG 1 <1G,,12/26/2017,SAFPF
02/12/2020,New Rcv,SJ,F,W,44,Hood,35990014,Drug,POSS CS L/1G METH,02/03/2020,09/24/2018,14 to 15 Months
09/18/2019,NR-Prob-Tech Only,ID,M,H,29,Cameron,52030014,Other,UNL CARRY WPN ALCOHOL PREMISES,10/28/2014,08/17/2014,4 Years
01/29/2020,New Rcv,ID,M,B,17,Jefferson,09990030,Violent,MURDER,12/18/2019,06/06/2017,Life
12/20/2019,NR-Prob-Tech Only,ID,M,H,22,Guadalupe,13150005,Violent,AGG ASLT W/DWPN,10/09/2019,08/30/2014,6 Years
10/23/2019,NR-Prob-New Offense,ID,M,W,28,McLennan,36990013,Violent,INDECENCY W/CHILD BY EXPOSURE,09/30/2019,12/20/2006,7 Years
03/10/2020,New Rcv,ID,M,B,21,Harris,23990198,Property,THEFT 20-100K,01/31/2020,01/03/2019,4 Years
11/18/2019,NR-Prob-Tech Only,ID,M,H,22,Lasalle,13150005,Violent,AGG ASLT W/DWPN,10/31/2019,06/23/2017,8 Years
02/19/2020,NR-Prob-New Offense,ID,M,W,47,Tarrant,48010020,Other,EVAD ARST/DET W/VEH,08/10/2018,09/26/2017,5 Years
12/22/2019,DMS Rvk-Tech Only,ID,M,W,50,Tyler,48010020,Other,EVADING ARREST OR DETN W/VEH,04/20/2017,06/03/2014,5 Years
11/20/2019,NR-Prob-Tech Only,ID,F,H,30,Gray,48010020,Other,EVADING ARREST DET W/VEH,08/02/2018,06/30/2018,2 Years & Less
01/10/2020,NR-Prob-New Offense,ID,M,W,32,Smith,35990156,Drug,MAN/DEL CONT SUB PG1 1G DFZ,11/21/2019,09/02/2014,6 Years
02/10/2020,NR-Prob-New Offense,ID,M,B,24,Houston,22990002,Property,ATTEMPTED BURG HABIT,01/13/2020,02/20/2018,5 Years
09/17/2019,NR-Prob-New Offense,SJ,F,W,25,Wood,35990014,Drug,POSS CS PG1 LT 1G,08/15/2019,11/24/2018,23 to 24 Months & More
09/04/2019,New Rcv,ID,M,B,29,Hill,35990021,Drug,POSS CONT SUB PG2 4-400G,08/06/2019,04/30/2019,3 Years
10/24/2019,New Rcv,SJ,M,B,29,Hill,35990019,Drug,POSS C/S PG 2 <1G,08/06/2019,04/30/2019,11 to 12 Months
12/10/2019,NR-Prob Mod,SAFP,M,W,23,Ellis,22990002,Property,BURGLARY OF HABITATION,,06/17/2014,SAFPF
10/08/2019,NR-Prob-Tech Only,ID,F,W,37,Bexar,35990016,Drug,POSS CONT SUB PG1 4-200G,04/09/2018,05/27/2016,2 Years & Less
08/20/2020,New Rcv,ID,M,W,27,Harris,22990001,Property,BURG BUILDING W/INT COMMIT THEFT,06/08/2020,03/15/2020,3 Years
09/17/2019,New Rcv,SJ,M,W,19,Kaufman,23990194,Property,THEFT PROP>=2500<30K,09/09/2019,11/01/2018,17 to 18 Months
12/11/2019,NR-Prob-Tech Only,SJ,M,B,48,Coryell,38060021,Other,ENDANGER CHILD W/CRIMINAL NEG,11/22/2019,09/04/2014,14 to 15 Months
08/12/2020,New Rcv,ID,M,H,31,Harris,13150005,Violent,AGG ASLT DW,04/16/2020,04/20/2019,2 Years & Less
10/22/2019,New Rcv,SJ,F,H,21,Dallas,23990196,Property,THEFT ENH,09/18/2019,08/03/2019,6 Months & Less
02/19/2020,New Rcv,ID,F,H,22,Cooke,48040003,Other,TAMP/FABR PHYS EVID W/INT IMPAIR,01/22/2020,03/20/2019,2 Years & Less
11/14/2019,New Rcv,ID,M,B,46,Travis,13150005,Violent,AGG ASLT W/DWPN,10/24/2019,08/11/2018,2 Years & Less
11/08/2019,New Rcv,SJ,M,B,51,McLennan,23990198,Property,ATT THEFT >=30K <150K,10/22/2019,05/08/2017,23 to 24 Months & More
12/02/2019,NR-Prob Mod,SAFP,F,W,30,Houston,35990014,Drug,POSS CS PG 1 <1G,,12/13/2017,SAFPF
12/27/2019,New Rcv,ID,M,B,25,Gregg,52120009,Other,UNL POSS FIREARM BY FELON,11/25/2019,05/10/2019,5 Years
02/24/2020,New Rcv,ID,M,H,53,Coryell,22990002,Property,BURG HABIT,02/03/2020,08/06/2019,3 Years
09/26/2019,New Rcv,ID,M,B,21,Harris,12990002,Violent,AGG ROBBERY DW,08/29/2019,12/06/2017,5 Years
12/17/2019,NR-Prob Mod,SAFP,M,W,23,Hood,35990014,Drug,POSS CS PG 1 <1G,,09/06/2015,SAFPF
08/20/2020,NR-Prob-Tech Only,ID,M,H,22,Potter,13150005,Violent,AGG ASLT W/DW,07/10/2020,05/04/2015,6 Years
02/05/2020,NR-Prob-Tech Only,ID,M,W,38,Johnson,23990154,Property,THEFT FIREARM FROM ELDERLY,04/07/2015,10/31/2014,2 Years & Less
04/03/2020,NR-Prob-New Offense,ID,M,H,28,Guadalupe,11990002,Violent,SEXUAL ASLT CHILD,01/21/2020,04/10/2014,3 Years
03/13/2020,NR-Prob-New Offense,SJ,M,W,41,Atascosa,35990014,Drug,POSS CS PG1<1G,02/19/2020,06/29/2018,11 to 12 Months
07/15/2020,New Rcv,ID,F,W,23,Montgomery,22990002,Property,BURG HABIT,05/18/2020,09/29/2019,4 Years
10/14/2019,NR-Prob-New Offense,ID,M,B,26,Tarrant,23990010,Property,THEFT $20K-$100K VEHICLE,09/23/2019,09/06/2014,2 Years & Less
03/19/2020,New Rcv,ID,M,W,19,Rockwall,12990002,Violent,AGG ROBBERY,02/20/2020,09/19/2019,10 Years
12/18/2019,New Rcv,ID,M,H,20,Cameron,22990002,Property,BURG HABIT,06/27/2019,01/04/2019,2 Years & Less
02/03/2020,New Rcv,ID,M,W,22,Montgomery,35990021,Drug,POSS CONT SUBS,01/15/2020,10/15/2019,2 Years & Less
12/13/2019,New Rcv,ID,M,W,19,Bowie,35990021,Drug,POSS CONT SUBS,10/08/2019,05/29/2019,4 Years
11/25/2019,New Rcv,ID,M,H,27,Karnes,54040033,Violent,INTOXICATION MANSLAUGHTER,10/29/2019,06/29/2017,9 Years
01/31/2020,NR-Prob-Tech Only,SJ,M,W,29,Henderson,35990014,Drug,POSS C/S PG1<1G,06/10/2019,07/02/2017,7 to 8 Months
09/26/2019,New Rcv,ID,M,A,22,Bexar,54040032,Violent,INTOXICATION ASLT,08/28/2019,11/06/2018,7 Years
12/02/2019,NR-Prob-New Offense,ID,M,H,28,Fort Bend,35990002,Drug,MAN DEL CONT SUB PG1 1-4G,10/30/2019,03/10/2015,2 Years & Less
11/26/2019,New Rcv,ID,M,H,58,Webb,36010001,Violent,INDEC W/CHILD-SEX CONTACT,09/23/2019,09/16/2005,7 Years
09/12/2019,New Rcv,SJ,M,W,50,Harris,36990007,Other,ATT FAIL REG AS SEX OFF,09/05/2019,07/26/2019,6 to 7 Months
08/10/2020,New Rcv,ID,M,H,34,Collin,13990086,Violent,ASLT OF PREGNANT PERSON,03/06/2020,12/06/2019,2 Years & Less
10/04/2019,New Rcv,ID,M,W,18,Bowie,36010005,Violent,INDECENCY W/CHILD SEX CONTACT,09/09/2019,10/15/2018,16 to 20 Years
03/26/2020,NR-Prob Mod,SAFP,M,W,22,Bell,35990001,Drug,MAN DEL CS PG 1 <1G,,05/03/2018,SAFPF
10/18/2019,New Rcv,ID,M,W,26,Bowie,12990002,Violent,AGG ROBBERY,09/16/2019,11/25/2018,31 to 40 Years
09/04/2019,NR-Prob-Tech Only,ID,M,W,21,Galveston,22990002,Property,BURG HABIT,05/17/2016,05/22/2015,5 Years
11/15/2019,NR-Prob-New Offense,SJ,M,W,22,Aransas,35990014,Drug,POSS C/S PG 1<1G,11/13/2018,08/23/2015,17 to 18 Months
03/04/2020,NR-Prob Mod,SAFP,M,W,22,Travis,13150005,Violent,AGG ASSAULT W/DEADLY WEAPON,,10/18/2017,SAFPF
12/11/2019,New Rcv,ID,M,H,21,Hidalgo,10990020,Violent,UNL RESTRAINT EXPOSE TO SBI,11/13/2019,04/28/2019,4 Years
11/08/2019,NR-Prob Mod,SAFP,M,H,39,Mills,35990014,Drug,POSS CS PG 1 <1G,,07/07/2013,SAFPF
11/26/2019,NR-Prob-New Offense,SJ,M,H,27,Tarrant,35990014,Drug,POSS C/S<1G; COCAINE,11/11/2019,05/07/2017,6 to 7 Months
09/27/2019,NR-Prob-New Offense,ID,M,B,22,Ector,13150005,Violent,AGG ASLT W/DDLY WPN,05/15/2019,12/31/2017,5 Years
10/17/2019,New Rcv,ID,M,H,21,Travis,13150005,Violent,AGG ASLT W/DDLY WPN,09/16/2019,12/17/2018,5 Years
01/07/2020,NR-Prob Mod,SAFP,M,W,18,Kendall,13990031,Violent,ASSAULT CAUSES BODILY INJURY FAM,,07/05/2018,SAFPF
11/19/2019,NR-Prob-Tech Only,ID,M,H,31,Gray,35990015,Drug,POSS CONT SUB PG1 1-4G,10/01/2019,09/14/2014,3 Years
09/20/2019,NR-Prob-New Offense,SJ,F,W,36,Navarro,35990014,Drug,PCS PG1 L1G,09/13/2019,10/01/2014,11 to 12 Months
07/27/2020,NR-Prob-New Offense,SJ,M,W,55,Colorado,35990014,Drug,POSS CS PG1<1G,04/22/2020,11/30/2015,11 to 12 Months
03/04/2020,New Rcv,ID,M,H,23,Dallas,09990030,Violent,MURDER,01/28/2020,02/18/2019,31 to 40 Years
10/10/2019,NR-Prob-Orig,SAFP,M,W,31,Hays,12990001,Violent,ROBBERY,,02/14/2019,SAFPF
10/21/2019,NR-Parole-Tech Only,SAFP,F,W,33,Taylor,26040045,Property,FRAUD POSS ID INFO,07/27/2016,02/22/2016,SAFPF
01/14/2020,New Rcv,SJ,M,W,24,Aransas,35990014,Drug,POSS CS PG 1<1G,12/02/2019,03/15/2019,17 to 18 Months
11/05/2019,New Rcv,ID,M,B,25,El Paso,52030024,Other,UNL POSS FIREARM BY FELON,09/30/2019,03/22/2017,10 Years
01/13/2020,New Rcv,ID,M,W,23,Dallas,12990002,Violent,AGG ROBBERY,12/18/2019,02/02/2018,8 Years
04/01/2020,NR-Prob-New Offense,ID,M,H,22,Hidalgo,23990010,Property,THEFT PROP 20K-100K,02/27/2020,09/14/2014,3 Years
01/17/2020,New Rcv,ID,M,H,18,Kimble,48010020,Other,EVADING ARREST DET W/VEH,11/21/2019,05/06/2019,2 Years & Less
03/11/2020,New Rcv,SJ,M,H,19,Kimble,24110003,Property,UUV,11/21/2019,05/06/2019,11 to 12 Months
07/29/2020,New Rcv,ID,M,H,19,Lubbock,20990001,Property,ARSON,05/14/2020,09/07/2018,4 Years
12/19/2019,NR-Prob-Orig,SAFP,M,W,21,Johnson,26050014,Property,CREDIT CARD OR DEBIT CARD ABUSE,,10/13/2016,SAFPF
09/04/2019,New Rcv,SJ,M,B,48,Navarro,35990014,Drug,POSS C/S PG1<1G,08/27/2019,08/28/2018,15 to 16 Months
10/04/2019,New Rcv,SJ,M,B,19,Jefferson,24110003,Property,UUV,09/09/2019,11/21/2018,11 to 12 Months
09/04/2019,NR-Prob-Tech Only,ID,F,H,22,Wilson,48010020,Other,EVAD ARREST DETENT VEH,08/14/2019,05/30/2018,4 Years
10/30/2019,NR-Prob-Tech Only,SJ,M,B,18,Lee,23990194,Property,"THEFT PROP $2,500-$30K",07/16/2019,05/25/2019,6 to 7 Months
07/10/2020,New Rcv,ID,M,W,26,Nueces,13150005,Violent,AGG ASLT W/DWPN,05/07/2020,09/23/2019,5 Years
09/17/2019,NR-Prob Mod,SAFP,F,W,29,Nueces,35990014,Drug,POSS CS PG 1 <1G,,09/18/2014,SAFPF
07/22/2020,New Rcv,ID,M,B,53,Gregg,13990075,Violent,ASLT FAM VIOL W/PRIOR,03/19/2020,09/23/2019,3 Years
03/19/2020,New Rcv,ID,M,B,23,Walker,13150011,Violent,AGG ASLT PUBLIC SERV,12/16/2019,11/22/2017,31 to 40 Years
09/04/2019,New Rcv,ID,M,H,21,McLennan,48040003,Other,TAMP W/PHYS EVID,08/12/2019,02/01/2017,2 Years & Less
04/02/2020,NR-Prob-Orig,SAFP,M,W,25,Scurry,48010017,Other,EVADING ARREST DETENTION,,02/24/2018,SAFPF
04/06/2020,NR-Prob-New Offense,ID,M,H,26,Nueces,13150005,Violent,AGG ASLT W/DWPN,01/06/2020,02/17/2014,3 Years
12/17/2019,NR-Prob-New Offense,ID,F,H,45,Bexar,48040003,Other,TAMP EVID-INT IMPAIR,11/18/2019,09/20/2014,2 Years & Less
12/06/2019,New Rcv,SJ,M,W,30,Jefferson,35990014,Drug,POSS CS,10/17/2019,03/11/2019,6 Months & Less
02/19/2020,New Rcv,ID,M,W,31,Orange,35990015,Drug,POSS CONT SUB,01/17/2020,07/06/2018,4 Years
04/07/2020,NR-Prob-New Offense,ID,F,H,26,Bell,35990015,Drug,POSS CONT SUB 1-4G,03/03/2020,09/22/2014,3 Years
02/05/2020,New Rcv,ID,M,H,23,Hidalgo,38060020,Other,ABANDON/ENDANGER CHILD W/O INT,01/08/2020,09/24/2019,3 Years
02/18/2020,NR-Prob-New Offense,SJ,F,H,24,Dallas,23990196,Property,THEFT 2500,02/05/2020,05/03/2016,6 Months & Less
01/27/2020,New Rcv,ID,M,H,22,Nacogdoches,52130005,Other,DDLY CONDUCT W/DWPN FINDING,01/06/2020,10/24/2018,8 Years
03/06/2020,New Rcv,ID,M,W,22,Williamson,12990002,Violent,AGG ROBBERY,02/18/2020,05/29/2018,8 Years
12/13/2019,NR-Prob-New Offense,SJ,M,B,25,Tarrant,23990004,Property,"THEFT PROP 1,500-20,000",11/20/2019,09/01/2014,6 Months & Less
08/14/2020,New Rcv,ID,M,W,24,Walker,22990002,Property,BURG HABIT,05/26/2020,05/05/2019,10 Years
03/06/2020,New Rcv,SJ,M,H,35,Hidalgo,25890001,Property,FORGERY FINANCIAL INSTRUMENT,02/12/2020,11/01/2019,6 Months & Less
02/03/2020,NR-Prob-Tech Only,ID,M,B,21,Colorado,12990002,Violent,AGG ROBBERY,01/15/2020,03/05/2016,11 to 15 Years
12/04/2019,New Rcv,ID,M,B,18,Harris,12990002,Violent,AGG ROBBERY DW,11/14/2019,09/16/2018,5 Years
08/14/2020,New Rcv,ID,M,W,19,Matagorda,13150005,Violent,AGG ASLT,11/21/2019,09/01/2016,5 Years
12/10/2019,NR-Prob-Tech Only,ID,M,B,25,Harris,35990004,Drug,MAN/DEL CONT SUB PG1 200-400G,10/09/2019,06/30/2017,10 Years
12/17/2019,NR-Prob-New Offense,ID,M,H,21,Tarrant,22990002,Property,BURG HABIT,11/26/2019,12/16/2016,2 Years & Less
01/03/2020,New Rcv,SJ,M,W,24,Montgomery,22990001,Property,BURG OF BLDG,12/03/2019,08/17/2019,6 Months & Less
03/17/2020,NR-Prob-New Offense,ID,F,W,33,Falls,50150004,Other,BAIL JUMPING,06/13/2018,07/22/2017,5 Years
10/09/2019,NR-Prob-New Offense,ID,M,B,21,Bell,13990043,Violent,INJ TO ELD INT BI,08/10/2018,04/24/2018,10 Years
12/30/2019,New Rcv,ID,M,B,22,Freestone,13990063,Violent,ASLT PUBLIC SERVANT,11/25/2019,01/31/2019,2 Years & Less
11/05/2019,NR-Prob-New Offense,SJ,F,H,48,Harris,24110003,Property,UUV,10/28/2019,09/07/2018,6 Months & Less
12/05/2019,New Rcv,ID,M,B,26,Grayson,13150007,Violent,AGG ASLT W/DWPN SBI FAM VIOL,08/22/2019,01/05/2018,26 to 30 Years
09/05/2019,New Rcv,ID,M,W,23,Tarrant,13150005,Violent,AGG ASLT W/DDLY WPN-MOTOR VEH,08/05/2019,01/25/2018,8 Years
03/12/2020,New Rcv,ID,M,B,17,Fannin,48010020,Other,EVADING ARREST DETN W/VEH,02/06/2020,10/10/2019,4 Years
03/05/2020,New Rcv,ID,M,B,39,Tarrant,26990170,Property,TAMP W/GOVT REC LIC SEAL DEFR/HM,02/13/2020,10/13/2019,2 Years & Less
08/12/2020,New Rcv,SJ,M,W,20,Rockwall,24110003,Property,UUMV,06/04/2020,04/09/2020,6 Months & Less
09/16/2019,NR-Prob Mod,SAFP,M,W,24,Hunt,35990014,Drug,POSS CS PG 1 <1G,,04/19/2018,SAFPF
11/21/2019,New Rcv,ID,M,W,28,Lamar,13990075,Violent,ASLT FAM/HSE MEM W/PREV,10/04/2019,02/21/2019,4 Years
10/21/2019,NR-Prob Mod,SAFP,M,H,42,Jones,54040011,Other,DRIVING WHILE INTOXICATED 3RD OR,,09/10/2017,SAFPF
12/20/2019,New Rcv,ID,M,W,45,Wood,54040032,Violent,INTOX ASLT W/VEH-SBI,11/07/2019,06/01/2019,8 Years
03/25/2020,NR-Prob-Tech Only,SJ,M,W,30,Ector,35990015,Drug,ATTEMPTED POSS CS METH PG1>1G<4G,11/20/2015,10/15/2015,11 to 12 Months
10/16/2019,New Rcv,ID,M,H,20,Hidalgo,35990002,Drug,MAN/DEL CONT SUB PG1 1-4G,09/16/2019,07/02/2019,3 Years
09/27/2019,NR-Prob-New Offense,ID,M,B,21,Caldwell,13990063,Violent,ASSAULT ON A PUBLIC SERVANT,08/15/2019,01/27/2015,6 Years
10/04/2019,NR-Prob-Tech Only,SJ,M,W,19,Burnet,35990138,Drug,POSS CS PG 1A L/20AU,09/12/2019,10/04/2018,8 to 9 Months
09/24/2019,New Rcv,SJ,M,B,32,Harris,26040042,Property,FRAUD/USE/POSS ID INFO<5 ITEMS,09/10/2019,06/28/2019,9 to 10 Months
08/24/2020,New Rcv,ID,F,W,36,Travis,13150011,Violent,ATT AGG ASLT AGAINST PUB SERV,07/30/2020,11/22/2019,2 Years & Less
10/04/2019,Parole Rvk-New Offense,ID,M,W,30,Gregg,35990003,Drug,POSS CONT SUB WID,01/26/2016,09/28/2014,11 to 15 Years
12/13/2019,New Rcv,ID,M,W,47,Travis,13990061,Violent,ASLT ON SECURITY OFFICER,11/06/2019,06/25/2019,3 Years
02/27/2020,NR-Prob Mod,SAFP,M,H,22,Bexar,35990003,Drug,MAN DEL CS PG 1 >=4G<200G,,12/19/2018,SAFPF
02/05/2020,New Rcv,ID,M,H,23,Hidalgo,22990002,Property,BURG HABIT,01/09/2020,04/17/2018,2 Years & Less
10/09/2019,New Rcv,ID,M,H,24,Harris,48010020,Other,EVADE ARREST DET VEH,09/23/2019,09/21/2019,4 Years
03/18/2020,NR-Prob-Orig,SAFP,M,H,27,Hidalgo,13990076,Violent,ASSAULT FAM/HOUSE MEM IMPEDE BRE,,08/13/2019,SAFPF
03/18/2020,NR-Prob-New Offense,ID,F,W,54,Henderson,35990016,Drug,POSS CONT SUB PG1 4-200G,02/18/2020,10/01/2014,2 Years & Less
12/20/2019,NR-Prob-New Offense,SJ,M,B,22,Potter,29990004,Property,CRIM MISC >=$1500<$20K,09/12/2019,10/02/2014,11 to 12 Months
02/18/2020,NR-Prob-Tech Only,ID,M,H,22,Dallas,22990002,Property,BURG HABIT,11/11/2019,03/11/2016,10 Years
09/24/2019,NR-Prob-New Offense,ID,F,W,26,Harris,13990063,Violent,ASLT BI PUB SERV RETAL,09/09/2019,10/26/2017,2 Years & Less
10/16/2019,New Rcv,SJ,F,B,34,Jefferson,29990044,Property,FELONY CRIMINAL MISCHIEF,05/28/2019,12/29/2018,11 to 12 Months
10/17/2019,New Rcv,ID,M,B,26,Tarrant,13150005,Violent,AGG ASLT W/DWPN,09/27/2019,05/06/2019,2 Years & Less
10/17/2019,New Rcv,ID,M,H,19,Bexar,12990001,Violent,ROBBERY,09/30/2019,07/14/2019,4 Years
12/06/2019,NR-Prob-Tech Only,SJ,M,B,29,Jefferson,35990014,Drug,POSS CS,10/31/2019,10/03/2014,6 Months & Less
12/16/2019,NR-Prob Mod,SAFP,M,W,25,Brazoria,13990075,Violent,ASSAULT FAMILY/HOUSEHOLD MEMBER,,03/11/2017,SAFPF
11/13/2019,New Rcv,ID,M,W,20,Hood,36990007,Other,FAIL TO REG SEX OFFENDER,10/04/2019,01/16/2019,7 Years
10/10/2019,NR-Prob-New Offense,ID,M,B,37,Grayson,35990015,Drug,POSS CS PG1 1-4G COCAINE,10/31/2018,07/28/2018,2 Years & Less
10/21/2019,New Rcv,ID,M,B,22,Nueces,12990002,Violent,AGG ROBBERY,08/09/2019,12/27/2018,5 Years
07/16/2020,New Rcv,ID,M,B,21,Dallas,12990002,Violent,AGG ROBBERY,02/27/2020,06/21/2019,10 Years
11/12/2019,New Rcv,SJ,M,W,29,El Paso,50130001,Other,UNAUTH ABSENCE COMM CORR FAC,10/10/2019,01/17/2018,9 to 10 Months
01/14/2020,NR-Prob-New Offense,SJ,F,W,43,Harris,35990014,Drug,POSS CS PG1<1G,01/08/2020,12/03/2017,6 to 7 Months
09/23/2019,NR-Prob-Tech Only,ID,M,B,19,Taylor,12990002,Violent,AGG ROBBERY,08/15/2019,03/23/2018,10 Years
11/26/2019,New Rcv,ID,M,B,22,Harris,52030024,Other,FELON POSS WPN,11/07/2019,02/08/2019,2 Years & Less
09/05/2019,NR-Prob-Tech Only,ID,M,W,23,Hopkins,22990002,Property,BURG HABIT,08/08/2019,10/02/2014,5 Years
10/31/2019,New Rcv,ID,M,W,27,Jones,11990012,Violent,CONTINUOUS SEX ABUSE YOUNG CHILD,10/25/2019,09/01/2014,31 to 40 Years
01/09/2020,NR-Prob Mod,SAFP,M,B,20,Bexar,35990014,Drug,POSS CS PG 1 <1G,,05/10/2018,SAFPF
10/22/2019,New Rcv,ID,F,W,37,Harris,22990002,Property,BURG HABIT,10/08/2019,01/15/2019,2 Years & Less
03/18/2020,NR-Prob-Tech Only,ID,F,W,37,Galveston,13990043,Violent,INJ CHILD/ELD/DIS W/I BI,02/07/2020,08/30/2014,4 Years
03/06/2020,New Rcv,ID,M,H,21,Gregg,12990002,Violent,AGG ROBBERY,02/05/2020,01/20/2018,31 to 40 Years
08/20/2020,NR-Prob-New Offense,SJ,M,W,18,Henderson,35990014,Drug,POSS CS,06/15/2020,07/08/2019,13 to 14 Months
10/24/2019,NR-Prob-New Offense,ID,M,W,47,Grayson,22990002,Property,BURG HABIT,10/04/2019,05/28/2014,5 Years
02/04/2020,NR-Prob-New Offense,ID,M,W,34,Carson,11990002,Violent,SEXUAL ASLT OF CHILD,01/10/2020,06/05/2016,60 Years +
03/20/2020,New Rcv,ID,M,H,19,Ector,12990002,Violent,AGG ROBBERY,02/18/2020,04/24/2019,8 Years
11/08/2019,New Rcv,ID,M,H,21,Tom Green,12990002,Violent,AGG ROBBERY,10/08/2019,01/13/2019,6 Years
02/14/2020,New Rcv,ID,M,H,23,Williamson,54010008,Violent,ACCIDENT INVOLVING DEATH,01/27/2020,06/17/2017,9 Years
10/15/2019,New Rcv,ID,F,B,25,Harris,13150005,Violent,AGG ASLT W/DW,09/24/2019,05/04/2019,2 Years & Less
03/05/2020,NR-Prob-New Offense,SJ,M,A,23,Tarrant,35990014,Drug,POSS C/S<1G; METH,02/21/2020,08/17/2019,6 to 7 Months
10/16/2019,NR-Prob Mod,SAFP,M,B,21,Dallas,24110003,Property,UNAUTH USE OF VEHICLE,,07/17/2016,SAFPF
10/11/2019,New Rcv,SJ,M,B,19,Travis,48010019,Other,EVAD ARREST DET W/PREV CONV,09/26/2019,09/16/2019,6 Months & Less
